city_id,store_id,management_group_id,first_category_id,second_category_id,third_category_id,product_id,dt,sale_amount,stock_hour6_22_cnt,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,sale_00h,stock_00h,sale_01h,stock_01h,sale_02h,stock_02h,sale_03h,stock_03h,sale_04h,stock_04h,sale_05h,stock_05h,sale_06h,stock_06h,sale_07h,stock_07h,sale_08h,stock_08h,sale_09h,stock_09h,sale_10h,stock_10h,sale_11h,stock_11h,sale_12h,stock_12h,sale_13h,stock_13h,sale_14h,stock_14h,sale_15h,stock_15h,sale_16h,stock_16h,sale_17h,stock_17h,sale_18h,stock_18h,sale_19h,stock_19h,sale_20h,stock_20h,sale_21h,stock_21h,sale_22h,stock_22h,sale_23h,stock_23h
0,62,6,4,53,77,90,2024-06-09,0.0,16,0.6710000038146973,1,1,5.3485,26.81,76.09,1.45,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
0,62,6,4,53,77,774,2024-05-30,0.3,0,0.865,0,1,1.2945,23.53,67.2,1.91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.1,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,63,6,21,64,184,267,2024-04-10,0.0,16,1.0,0,0,1.5018,18.05,77.15,1.94,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
7,71,6,21,64,123,146,2024-04-27,0.7,0,0.713,1,1,17.6892,26.01,83.6,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.1,0,0.1,0,0.1,0,0.0,0,0.0,0,0.1,0,0.1,0,0.0,0,0.0,0
0,74,6,4,53,58,23,2024-05-31,0.8,0,1.0,0,0,2.4902,22.52,72.99,1.66,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.2,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0,74,6,20,47,140,119,2024-05-03,4.0,0,0.86,1,1,1.7815,20.39,76.8,1.76,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.1,0,0.1,0,0.5,0,0.4,0,0.5,0,0.6,0,0.0,0,0.0,0,0.0,0,0.3,0,0.2,0,0.3,0,0.3,0,0.3,0,0.3,0,0.0,0,0.0,0,0.1,0
0,78,6,4,53,156,26,2024-04-27,0.8,0,0.909,1,1,1.5733,20.22,75.43,1.48,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.2,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,0,0.0,0,0.1,0,0.1,0,0.0,0
0,78,6,4,28,168,554,2024-05-24,0.5,0,1.0,0,0,0.374,23.31,67.06,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.1,0,0.1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
15,79,6,20,47,140,119,2024-06-13,1.2,0,0.832,0,1,12.6303,26.07,86.91,1.41,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.2,0,0.1,0,0.0,0,0.1,0,0.1,0,0.4,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0,84,6,20,50,24,300,2024-05-01,6.3,3,0.995,1,0,2.3185,19.78,73.69,1.63,0.0,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,1.2,0,0.7,0,0.8,0,0.4,0,0.4,0,0.3,0,0.3,0,0.2,0,0.5,0,0.6,0,0.4,0,0.1,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
16,89,6,20,58,74,301,2024-04-12,0.2,0,1.0,0,0,4.8215,18.87,81.28,1.39,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,92,5,16,27,100,535,2024-06-02,1.0,10,0.806,1,1,14.0971,28.16,81.91,1.42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.3,0,0.2,0,0.2,0,0.2,0,0.0,1,0.0,1,0.0,1,0.1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
2,92,6,21,64,184,589,2024-03-30,2.3,11,0.0,1,0,6.1237,23.77,72.64,1.66,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.1,0,0.4,0,0.5,0,0.7,0,0.6,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
0,100,6,8,29,113,108,2024-03-31,0.7,0,0.666,1,1,1.2174,15.41,77.59,1.61,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.2,0,0.1,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0,100,6,10,33,181,115,2024-06-20,0.7,0,1.0,0,0,11.1633,27.72,86.76,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,0,0.1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
16,103,6,24,39,129,831,2024-03-30,0.6,6,1.0,1,0,0.7037,16.72,76.59,1.33,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.2,0,0.0,0,0.1,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.1,1,0.0,1,0.0,1
0,104,6,20,50,170,6,2024-06-12,0.9,0,0.656,0,1,6.5302,26.32,79.86,1.57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0
3,107,5,16,27,104,425,2024-06-03,0.1,0,0.8,0,0,1.2221,27.85,41.62,1.39,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0,118,6,4,28,81,19,2024-04-18,0.0,16,1.0,0,0,1.673,18.44,78.37,1.69,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
1,120,5,18,80,86,195,2024-05-25,0.7,12,0.817,1,1,15.0993,26.5,86.12,1.39,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.1,0,0.0,0,0.1,0,0.1,0,0.3,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
0,121,5,15,42,89,58,2024-05-20,0.7,0,0.978,0,0,1.808,22.45,74.82,1.46,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,0,0.2,0,0.0,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0,126,6,24,69,78,481,2024-04-20,0.8,0,0.963,1,0,1.8005,19.51,75.25,1.62,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.2,0,0.2,0,0.1,0,0.1,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0
0,128,6,4,28,81,21,2024-06-15,0.9,11,1.0,1,0,7.15,25.93,78.07,1.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,0,0.0,0,0.0,0,0.3,0,0.2,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
0,129,6,4,28,179,500,2024-05-06,0.9,0,0.625,0,1,3.1379,21.14,75.2,1.41,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,0,0.0,0,0.0,0,0.2,0,0.0,0,0.1,0,0.1,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0,131,5,16,25,94,556,2024-06-19,0.2,14,1.0,0,0,14.3888,24.73,86.19,1.5,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.1,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
14,133,5,18,80,110,143,2024-05-09,0.77,0,1.0,0,0,2.4748,21.75,76.43,1.99,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0
0,135,6,10,33,72,114,2024-06-11,2.2,0,1.0,0,0,5.6871,25.3,76.52,1.57,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.2,0,0.2,0,0.0,0,0.6,0,0.0,0,0.0,0,0.1,0,0.0,0,0.3,0,0.1,0,0.1,0,0.4,0,0.0,0,0.1,0,0.0,0,0.0,0
0,135,1,7,17,52,396,2024-06-16,0.6,0,1.0,1,0,8.0496,26.66,81.47,1.52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.2,0,0.2,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
